    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.860632871,     -0.6053335131,       1.308451647,       3.608620726,       1.692757454,       2.818986689
      -1.864728895,     -0.6080278817,       1.303322497,       3.607861654,        1.69284347,       2.819413837
      -1.860682265,     -0.6054315344,       1.308420107,       3.608571555,       1.692738928,       2.818981034
       -1.86476611,     -0.6080941308,       1.303279465,       3.607824834,       1.692812019,       2.819405646
      -1.860731597,     -0.6055294125,       1.308388638,       3.608522445,       1.692720457,       2.818975392
      -1.864803246,     -0.6081605211,       1.303236446,       3.607788092,       1.692780559,        2.81939745
      -1.860780977,     -0.6056273305,       1.308357115,       3.608473287,       1.692701936,       2.818969741
      -1.864840444,     -0.6082267899,       1.303193427,       3.607751289,       1.692749121,       2.819389265
      -1.860830298,     -0.6057251115,       1.308325661,       3.608424186,       1.692683468,       2.818964102
      -1.864877567,     -0.6082931946,       1.303150421,       3.607714559,       1.692717673,       2.819381076
      -1.860879665,     -0.6058229302,       1.308294156,        3.60837504,       1.692664953,       2.818958454
      -1.864914747,     -0.6083594843,       1.303107414,       3.607677771,       1.692686246,       2.819372896
      -1.860928975,     -0.6059206177,       1.308262717,       3.608325948,       1.692646488,       2.818952818
      -1.864951857,     -0.6084259048,        1.30306442,       3.607641053,       1.692654811,       2.819364714
       -1.86097833,     -0.6060183408,       1.308231229,       3.608276811,       1.692627978,       2.818947174
      -1.864989021,     -0.6084922165,       1.303021426,        3.60760428,       1.692623395,       2.819356541
       -1.86102763,     -0.6061159382,       1.308199803,       3.608227727,       1.692609515,       2.818941542
      -1.865026117,      -0.608558654,       1.302978444,       3.607567574,       1.692591971,       2.819348365
      -1.861076973,     -0.6062135694,       1.308168332,       3.608178601,        1.69259101,       2.818935901
      -1.865063264,     -0.6086249886,       1.302935461,       3.607530816,       1.692560566,       2.819340197
      -1.861126265,     -0.6063110803,        1.30813692,       3.608129524,        1.69257255,       2.818930272
      -1.865100347,     -0.6086914444,        1.30289249,       3.607494123,       1.692529153,       2.819332027
      -1.861175598,     -0.6064086232,       1.308105464,       3.608080406,       1.692554049,       2.818924634
      -1.865137479,     -0.6087578028,       1.302849519,       3.607457379,       1.692497758,       2.819323866
      -1.861224882,     -0.6065060512,       1.308074065,       3.608031336,       1.692535591,       2.818919008
      -1.865174548,     -0.6088242777,       1.302806558,       3.607420697,       1.692466355,       2.819315702
      -1.861274204,     -0.6066035095,       1.308042624,       3.607982226,       1.692517095,       2.818913375
      -1.865211664,     -0.6088906606,       1.302763598,       3.607383967,       1.692434969,       2.819307547
       -1.86132348,     -0.6067008579,       1.308011237,       3.607933162,       1.692498639,       2.818907752
       -1.86524872,     -0.6089571556,       1.302720648,       3.607347297,       1.692403576,        2.81929939
      -1.861372794,     -0.6067982353,       1.307979811,        3.60788406,       1.692480146,       2.818902122
       -1.86528582,     -0.6090235637,       1.302677698,       3.607310582,         1.6923722,        2.81929124
      -1.861422063,     -0.6068955077,       1.307948437,       3.607835001,       1.692461692,       2.818896503
      -1.865322864,     -0.6090900796,       1.302634758,       3.607273923,       1.692340816,        2.81928309
      -1.861471368,     -0.6069928077,       1.307917025,       3.607785906,       1.692443202,       2.818890879
      -1.865359949,     -0.6091565133,       1.302591818,       3.607237221,       1.692309449,       2.819274948
      -1.861520631,     -0.6070900075,       1.307885662,       3.607736852,        1.69242475,       2.818885264
      -1.865396979,     -0.6092230506,       1.302548887,       3.607200573,       1.692278074,       2.819266806
      -1.861569928,     -0.6071872337,       1.307854264,       3.607687763,       1.692406264,       2.818879644
       -1.86543405,     -0.6092895104,       1.302505956,       3.607163885,       1.692246714,        2.81925867
      -1.861619185,     -0.6072843645,       1.307822913,       3.607638714,       1.692387813,       2.818874033
      -1.865471068,     -0.6093560698,       1.302463035,       3.607127248,       1.692215348,       2.819250533
      -1.861668474,     -0.6073815205,       1.307791527,       3.607589631,        1.69236933,       2.818868416
      -1.865508123,     -0.6094225558,       1.302420114,       3.607090572,       1.692183997,       2.819242404
      -1.861717726,     -0.6074785855,       1.307760187,       3.607540585,        1.69235088,       2.818862809
      -1.865545129,     -0.6094891376,       1.302377201,       3.607053947,       1.692152639,       2.819234273
      -1.861767009,     -0.6075756749,       1.307728815,       3.607491508,       1.692332399,       2.818857196
       -1.86558217,     -0.6095556501,       1.302334289,       3.607017284,       1.692121295,        2.81922615
      -1.861816255,     -0.6076726777,       1.307697486,       3.607442466,        1.69231395,       2.818851592
      -1.865619163,     -0.6096222546,       1.302291385,       3.606980669,       1.692089945,       2.819218026
      -1.861865531,      -0.607769704,       1.307666126,       3.607393394,       1.692295472,       2.818845984
       -1.86565619,     -0.6096887936,       1.302248481,       3.606944019,       1.692058609,       2.819209908
      -1.861914773,      -0.607866648,       1.307634807,       3.607344356,       1.692277024,       2.818840383
      -1.865693171,     -0.6097554209,       1.302205585,       3.606907414,       1.692027266,       2.819201791
      -1.861964044,     -0.6079636146,       1.307603459,       3.607295288,       1.692258548,       2.818834778
      -1.865730185,     -0.6098219863,        1.30216269,       3.606870776,       1.691995936,       2.819193679
      -1.862013281,     -0.6080605031,        1.30757215,       3.607246253,         1.6922401,       2.818829182
      -1.865767154,     -0.6098886366,       1.302119802,       3.606834181,       1.691964601,       2.819185568
      -1.862062546,     -0.6081574136,       1.307540813,       3.607197189,       1.692221626,       2.818823581
      -1.865804154,     -0.6099552282,       1.302076915,       3.606797555,       1.691933278,       2.819177463
       -1.86211178,       -0.60825425,       1.307509515,       3.607148157,       1.692203179,       2.818817988
      -1.865841111,     -0.6100219013,       1.302034034,       3.606760971,        1.69190195,       2.819169358
      -1.862161039,     -0.6083511078,       1.307478189,       3.607099097,       1.692184706,       2.818812392
      -1.865878098,      -0.610088519,       1.301991155,       3.606724356,       1.691870634,       2.819161259
      -1.862210269,     -0.6084478953,         1.3074469,       3.607050067,       1.692166259,       2.818806803
      -1.865915044,     -0.6101552148,       1.301948282,       3.606687782,       1.691839312,        2.81915316
      -1.862259524,     -0.6085447037,       1.307415585,       3.607001012,       1.692147788,        2.81880121
      -1.865952017,     -0.6102218582,        1.30190541,       3.606651179,       1.691808002,       2.819145068
      -1.862308751,     -0.6086414456,       1.307384306,       3.606951984,       1.692129341,       2.818795625
      -1.865988952,     -0.6102885766,       1.301862544,       3.606614614,       1.691776687,       2.819136976
      -1.862358001,      -0.608738208,       1.307353001,       3.606902931,        1.69211087,       2.818790036
      -1.866025913,     -0.6103552452,       1.301819679,       3.606578021,       1.691745382,        2.81912889
      -1.862407224,     -0.6088349075,       1.307321731,       3.606853905,       1.692092423,       2.818784455
      -1.866062836,     -0.6104219858,       1.301776821,       3.606541466,       1.691714073,       2.819120804
       -1.86245647,     -0.6089316271,       1.307290437,       3.606804856,       1.692073953,       2.818778871
      -1.866099785,     -0.6104886794,       1.301733962,       3.606504885,       1.691682774,       2.819112724
       -1.86250569,     -0.6090282872,       1.307259175,       3.606755832,       1.692055506,       2.818773294
      -1.866136697,     -0.6105554419,       1.301691111,       3.606468338,       1.691651471,       2.819104645
      -1.862554932,     -0.6091249672,       1.307227891,       3.606706786,       1.692037036,       2.818767714
      -1.866173634,     -0.6106221598,       1.301648259,       3.606431768,       1.691620178,       2.819096572
       -1.86260415,      -0.609221591,       1.307196637,       3.606657763,       1.692018588,       2.818762141
      -1.866210536,     -0.6106889437,       1.301605414,        3.60639523,        1.69158888,       2.819088499
      -1.862653388,     -0.6093182344,       1.307165362,        3.60660872,        1.69200012,       2.818756565
       -1.86624746,     -0.6107556855,       1.301562569,        3.60635867,       1.691557592,       2.819080432
      -1.862702603,      -0.609414825,       1.307134117,       3.606559699,       1.691981671,       2.818750996
      -1.866284352,     -0.6108224905,        1.30151973,       3.606322141,         1.6915263,       2.819072366
      -1.862751838,     -0.6095114348,       1.307102852,       3.606510658,       1.691963202,       2.818745425
      -1.866321265,     -0.6108892555,       1.301476891,        3.60628559,       1.691495017,       2.819064306
       -1.86280105,      -0.609607995,       1.307071614,       3.606461638,       1.691944752,        2.81873986
      -1.866358146,      -0.610956081,       1.301434058,        3.60624907,        1.69146373,       2.819056247
      -1.862850282,     -0.6097045742,       1.307040358,       3.606412599,       1.691926283,       2.818734293
      -1.866395048,     -0.6110228686,       1.301391225,       3.606212529,       1.691432452,       2.819048193
      -1.862899492,     -0.6098011067,       1.307009129,        3.60636358,       1.691907832,       2.818728733
      -1.866431919,     -0.6110897142,       1.301348398,       3.606176018,        1.69140117,       2.819040141
       -1.86294872,     -0.6098976581,       1.306977881,       3.606314543,       1.691889363,        2.81872317
       -1.86646881,     -0.6111565239,       1.301305571,       3.606139486,       1.691369897,       2.819032094
      -1.862997928,     -0.6099941657,       1.306946659,       3.606265526,       1.691870911,       2.818717614
      -1.866505671,      -0.611223389,       1.301262749,       3.606102983,       1.691338619,       2.819024048
      -1.863047154,      -0.610090692,        1.30691542,       3.606216491,       1.691852441,       2.818712056
      -1.866542551,     -0.6112902201,       1.301219928,        3.60606646,        1.69130735,       2.819016007
       -1.86309636,     -0.6101871773,       1.306884205,       3.606167474,       1.691833988,       2.818706504
      -1.866579403,     -0.6113571042,       1.301177112,       3.606029965,       1.691276077,       2.819007968
      -1.863145583,     -0.6102836811,       1.306852975,       3.606118441,       1.691815517,       2.818700951
      -1.866616273,      -0.611423956,       1.301134296,       3.605993451,       1.691244812,       2.818999935
      -1.863194787,     -0.6103801466,       1.306821767,       3.606069425,       1.691797062,       2.818695404
      -1.866653115,     -0.6114908585,       1.301091485,       3.605956963,       1.691213544,       2.818991902
      -1.863244008,     -0.6104766305,       1.306790544,       3.606020393,        1.69177859,       2.818689855
      -1.866689974,     -0.6115577304,       1.301048675,       3.605920459,       1.691182282,       2.818983875
       -1.86329321,     -0.6105730785,       1.306759343,       3.605971378,       1.691760133,       2.818684312
      -1.866726808,     -0.6116246508,       1.301005869,       3.605883978,       1.691151018,        2.81897585
      -1.863342428,     -0.6106695449,       1.306728128,       3.605922347,       1.691741661,       2.818678768
      -1.866763657,      -0.611691542,       1.300963064,       3.605847482,       1.691119761,        2.81896783
      -1.863391629,     -0.6107659779,       1.306696934,       3.605873333,       1.691723202,        2.81867323
      -1.866800482,     -0.6117584797,       1.300920262,       3.605811009,         1.6910885,       2.818959811
      -1.863440845,     -0.6108624291,       1.306665726,       3.605824303,       1.691704728,        2.81866769
      -1.866837322,     -0.6118253898,       1.300877462,       3.605774521,       1.691057246,       2.818951798
      -1.863490045,     -0.6109588492,       1.306634539,       3.605775289,       1.691686268,       2.818662156
      -1.866874138,     -0.6118923442,       1.300834666,       3.605738055,        1.69102599,       2.818943786
      -1.863539258,     -0.6110552875,       1.306603338,       3.605726261,       1.691667792,       2.818656622
      -1.866910968,     -0.6119592724,        1.30079187,       3.605701574,       1.690994739,        2.81893578
      -1.863588457,     -0.6111516968,       1.306572157,       3.605677247,       1.691649329,       2.818651093
      -1.866947775,      -0.612026243,       1.300749078,       3.605665115,       1.690963486,       2.818927775
      -1.863637668,     -0.6112481243,       1.306540963,        3.60562822,       1.691630853,       2.818645563
      -1.866984596,     -0.6120931887,       1.300706287,       3.605628643,       1.690932238,       2.818919776
      -1.863686865,     -0.6113445249,       1.306509788,       3.605579206,       1.691612387,       2.818640038
      -1.867021396,     -0.6121601749,         1.3006635,        3.60559219,       1.690900988,       2.818911778
      -1.863736075,     -0.6114409435,       1.306478601,        3.60553018,       1.691593909,       2.818634513
      -1.867058207,     -0.6122271374,       1.300620713,       3.605555725,       1.690869744,       2.818903785
      -1.863785271,     -0.6115373374,       1.306447432,       3.605481166,       1.691575441,       2.818628994
      -1.867094999,     -0.6122941387,        1.30057793,       3.605519279,       1.690838497,       2.818895795
      -1.863834479,     -0.6116337491,       1.306416251,        3.60543214,        1.69155696,       2.818623474
      -1.867131802,     -0.6123611174,       1.300535147,       3.605482822,       1.690807255,       2.818887809
      -1.863883674,      -0.611730138,       1.306385087,       3.605383127,        1.69153849,       2.818617959
      -1.867168585,     -0.6124281332,       1.300492368,       3.605446382,       1.690776011,       2.818879826
       -1.86393288,     -0.6118265448,       1.306353913,       3.605334102,       1.691520008,       2.818612444
       -1.86720538,     -0.6124951275,        1.30044959,       3.605409931,       1.690744772,       2.818871847
      -1.863982075,     -0.6119229305,       1.306322755,       3.605285088,       1.691501535,       2.818606933
      -1.867242156,     -0.6125621572,       1.300406815,       3.605373498,       1.690713531,        2.81886387
       -1.86403128,      -0.612019334,       1.306291587,       3.605236064,        1.69148305,       2.818601423
      -1.867278942,     -0.6126291666,        1.30036404,       3.605337054,       1.690682295,       2.818855899
      -1.864080473,     -0.6121157183,       1.306260435,        3.60518705,       1.691464574,       2.818595918
       -1.86731571,     -0.6126962096,       1.300321269,       3.605300627,       1.690651056,       2.818847929
      -1.864129676,     -0.6122121202,       1.306229272,       3.605138026,       1.691446087,       2.818590413
      -1.867352489,     -0.6127632334,       1.300278498,        3.60526419,       1.690619821,       2.818839965
      -1.864178869,     -0.6123085045,       1.306198125,       3.605089012,       1.691427609,       2.818584912
       -1.86738925,     -0.6128302893,        1.30023573,       3.605227768,       1.690588585,       2.818832002
      -1.864228071,     -0.6124049065,       1.306166968,       3.605039988,       1.691409119,       2.818579412
       -1.86742602,     -0.6128973269,       1.300192963,       3.605191337,       1.690557353,       2.818824045
      -1.864277263,     -0.6125012924,       1.306135826,       3.604990974,       1.691390638,       2.818573916
      -1.867462774,     -0.6129643951,       1.300150199,       3.605154922,       1.690526118,       2.818816089
      -1.864326464,     -0.6125976959,       1.306104675,        3.60494195,       1.691372146,       2.818568421
      -1.867499537,     -0.6130314459,       1.300107436,       3.605118497,       1.690494888,       2.818808139
      -1.864375655,      -0.612694085,       1.306073537,       3.604892935,       1.691353661,        2.81856293
      -1.867536284,     -0.6130985259,       1.300064675,       3.605082087,       1.690463655,       2.818800191
      -1.864424856,     -0.6127904915,       1.306042392,       3.604843911,       1.691335166,        2.81855744
      -1.867573039,     -0.6131655893,       1.300021915,       3.605045668,       1.690432427,       2.818792247
      -1.864474046,     -0.6128868849,       1.306011259,       3.604794896,       1.691316679,       2.818551954
      -1.867609779,     -0.6132326806,       1.299979157,       3.605009264,       1.690401196,       2.818784306
      -1.864523246,     -0.6129832958,       1.305980118,       3.604745873,       1.691298181,       2.818546469
      -1.867646527,      -0.613299756,         1.2999364,       3.604972851,       1.690369969,        2.81877637
      -1.864572436,      -0.613079695,        1.30594899,       3.604696857,        1.69127969,       2.818540989
      -1.867683261,      -0.613366858,       1.299893646,       3.604936452,        1.69033874,       2.818768436
      -1.864621634,     -0.6131761115,       1.305917854,       3.604647833,        1.69126119,       2.818535509
      -1.867720001,      -0.613433945,       1.299850892,       3.604900045,       1.690307514,       2.818760506
      -1.864670824,     -0.6132725177,        1.30588673,       3.604598817,       1.691242696,       2.818530033
      -1.867756729,     -0.6135010571,       1.299808141,       3.604863651,       1.690276287,       2.818752579
      -1.864720022,     -0.6133689412,       1.305855599,       3.604549793,       1.691224192,       2.818524558
      -1.867793463,      -0.613568155,        1.29976539,       3.604827249,       1.690245062,       2.818744657
      -1.864769211,     -0.6134653555,        1.30582448,       3.604500776,       1.691205695,       2.818519087
      -1.867830183,     -0.6136352769,       1.299722642,        3.60479086,       1.690213836,       2.818736737
      -1.864818408,     -0.6135617871,       1.305793354,       3.604451752,       1.691187188,       2.818513617
       -1.86786691,     -0.6137023851,       1.299679894,       3.604754464,       1.690182613,       2.818728822
      -1.864867597,     -0.6136582107,       1.305762238,       3.604402734,       1.691168687,       2.818508151
      -1.867903625,     -0.6137695161,       1.299637149,        3.60471808,       1.690151388,       2.818720909
      -1.864916793,     -0.6137546515,       1.305731116,        3.60435371,       1.691150178,       2.818502687
      -1.867940346,     -0.6138366341,       1.299594404,       3.604681689,       1.690120165,       2.818713001
      -1.864965983,     -0.6138510855,       1.305700005,       3.604304692,       1.691131673,       2.818497226
      -1.867977054,     -0.6139037738,       1.299551661,        3.60464531,       1.690088941,       2.818705095
      -1.865015178,     -0.6139475365,       1.305668887,       3.604255666,       1.691113161,       2.818491766
      -1.868013768,      -0.613970901,       1.299508919,       3.604608924,        1.69005772,       2.818697194
      -1.865064367,     -0.6140439818,        1.30563778,       3.604206647,       1.691094652,        2.81848631
      -1.868050471,     -0.6140380489,       1.299466179,       3.604572549,       1.690026496,       2.818689295
      -1.865113563,     -0.6141404441,       1.305606666,       3.604157622,       1.691076136,       2.818480856
      -1.868087179,     -0.6141051848,        1.29942344,       3.604536169,       1.689995275,       2.818681401
      -1.865162751,     -0.6142369017,       1.305575562,       3.604108602,       1.691057625,       2.818475405
      -1.868123876,     -0.6141723403,       1.299380702,       3.604499798,       1.689964053,       2.818673509
      -1.865211946,     -0.6143333763,       1.305544453,       3.604059576,       1.691039105,       2.818469956
      -1.868160577,     -0.6142394844,       1.299337965,       3.604463422,       1.689932832,       2.818665622
      -1.865261135,     -0.6144298471,       1.305513353,       3.604010555,        1.69102059,        2.81846451
      -1.868197269,      -0.614306647,        1.29929523,       3.604427057,        1.68990161,       2.818657737
       -1.86531033,     -0.6145263347,       1.305482247,       3.603961528,       1.691002067,       2.818459065
      -1.868233964,     -0.6143737987,       1.299252496,       3.604390686,        1.68987039,       2.818649857
      -1.865359518,     -0.6146228196,       1.305451151,       3.603912506,       1.690983548,       2.818453625
       -1.86827065,     -0.6144409679,       1.299209763,       3.604354324,       1.689839168,       2.818641979
      -1.865408713,     -0.6147193212,       1.305420049,       3.603863479,       1.690965021,       2.818448185
       -1.86830734,     -0.6145081267,       1.299167031,       3.604317958,       1.689807948,       2.818634106
      -1.865457902,     -0.6148158209,       1.305388955,       3.603814456,       1.690946498,        2.81844275
       -1.86834402,     -0.6145753021,       1.299124301,         3.6042816,       1.689776727,       2.818626235
      -1.865507096,     -0.6149123372,       1.305357857,       3.603765428,       1.690927969,       2.818437315
      -1.868380704,     -0.6146424674,       1.299081571,       3.604245239,       1.689745507,       2.818618369
      -1.865556285,     -0.6150088525,       1.305326767,       3.603716404,       1.690909442,       2.818431884
      -1.868417379,     -0.6147096485,       1.299038843,       3.604208885,       1.689714286,       2.818610505
      -1.865605479,     -0.6151053844,       1.305295673,       3.603667375,       1.690890908,       2.818426455
      -1.868454057,     -0.6147768198,       1.298996115,       3.604172528,       1.689683066,       2.818602645
      -1.865654668,     -0.6152019159,       1.305264586,       3.603618351,       1.690872378,       2.818421029
      -1.868490727,     -0.6148440061,       1.298953389,       3.604136179,       1.689651845,       2.818594789
      -1.865703862,      -0.615298464,       1.305233495,       3.603569321,       1.690853841,       2.818415605
        -1.8685274,     -0.6149111829,       1.298910664,       3.604099826,       1.689620625,       2.818586936
      -1.865753051,     -0.6153950125,       1.305202411,       3.603520295,       1.690835306,       2.818410184
      -1.868564064,     -0.6149783739,        1.29886794,       3.604063481,       1.689589404,       2.818579086
      -1.865802244,     -0.6154915774,       1.305171323,       3.603471264,       1.690816765,       2.818404765
      -1.868600732,     -0.6150455558,       1.298825217,       3.604027132,       1.689558184,        2.81857124
      -1.865851434,     -0.6155881434,       1.305140242,       3.603422238,       1.690798227,       2.818399349
      -1.868637392,     -0.6151127509,       1.298782495,        3.60399079,       1.689526963,       2.818563397
      -1.865900628,     -0.6156847258,       1.305109157,       3.603373206,       1.690779682,       2.818393935
      -1.868674054,     -0.6151799373,       1.298739774,       3.603954446,       1.689495742,       2.818555558
      -1.865949817,       -0.61578131,       1.305078079,       3.603324178,        1.69076114,       2.818388524
      -1.868710708,     -0.6152471363,       1.298697054,       3.603918108,       1.689464521,       2.818547721
      -1.865999011,     -0.6158779104,       1.305046998,       3.603275146,       1.690742591,       2.818383115
      -1.868747366,     -0.6153143267,       1.298654335,       3.603881767,         1.6894333,       2.818539889
      -1.866048201,     -0.6159745132,       1.305015922,       3.603226117,       1.690724045,       2.818377708
      -1.868784015,     -0.6153815289,       1.298611618,       3.603845434,       1.689402078,        2.81853206
      -1.866097394,     -0.6160711322,       1.304984844,       3.603177084,       1.690705493,       2.818372304
      -1.868820667,      -0.615448723,         1.2985689,       3.603809097,       1.689370856,       2.818524234
      -1.866146584,     -0.6161677541,       1.304953771,       3.603128054,       1.690686942,       2.818366903
      -1.868857312,     -0.6155159281,       1.298526185,       3.603772767,       1.689339634,       2.818516411
      -1.866195778,     -0.6162643921,       1.304922696,       3.603079019,       1.690668387,       2.818361503
      -1.868893959,     -0.6155831252,       1.298483469,       3.603736434,       1.689308412,       2.818508592
      -1.866244968,     -0.6163610336,       1.304891626,       3.603029988,       1.690649832,       2.818356107
      -1.868930599,     -0.6156503327,       1.298440755,       3.603700108,       1.689277189,       2.818500776
      -1.866294162,     -0.6164576911,       1.304860553,       3.602980953,       1.690631272,       2.818350712
      -1.868967242,     -0.6157175325,       1.298398042,       3.603663778,       1.689245966,       2.818492964
      -1.866343353,     -0.6165543525,       1.304829486,       3.602931921,       1.690612714,       2.818345321
      -1.869003877,      -0.615784742,        1.29835533,       3.603627456,       1.689214742,       2.818485154
      -1.866392547,     -0.6166510299,       1.304798415,       3.602882884,        1.69059415,       2.818339931
      -1.869040515,      -0.615851944,       1.298312618,        3.60359113,       1.689183519,       2.818477348
      -1.866441737,     -0.6167477116,       1.304767351,       3.602833851,       1.690575587,       2.818334544
      -1.869077146,     -0.6159191551,       1.298269908,       3.603554811,       1.689152294,       2.818469546
      -1.866490931,     -0.6168444092,       1.304736283,       3.602784814,        1.69055702,       2.818329159
      -1.869113778,     -0.6159863589,       1.298227198,       3.603518489,        1.68912107,       2.818461746
      -1.866540122,     -0.6169411117,       1.304705221,       3.602735779,       1.690538453,       2.818323777
      -1.869150405,     -0.6160535712,        1.29818449,       3.603482173,       1.689089845,        2.81845395
      -1.866589316,     -0.6170378298,       1.304674156,       3.602686741,       1.690519882,       2.818318397
      -1.869187033,     -0.6161207764,       1.298141782,       3.603445855,        1.68905862,       2.818446157
      -1.866638508,     -0.6171345532,       1.304643096,       3.602637706,       1.690501311,       2.818313019
      -1.869223655,     -0.6161879894,       1.298099075,       3.603409542,       1.689027393,       2.818438368
      -1.866687702,     -0.6172312922,       1.304612033,       3.602588667,       1.690482735,       2.818307644
      -1.869260278,     -0.6162551955,       1.298056369,       3.603373228,       1.688996167,       2.818430581
      -1.866736893,     -0.6173280369,       1.304580976,        3.60253963,        1.69046416,       2.818302271
      -1.869296896,      -0.616322409,       1.298013664,       3.603336919,        1.68896494,       2.818422798
      -1.866786088,     -0.6174247969,       1.304549916,        3.60249059,       1.690445581,         2.8182969
      -1.869333515,     -0.6163896157,       1.297970959,       3.603300607,       1.688933713,       2.818415018
      -1.866835279,      -0.617521563,        1.30451886,       3.602441552,       1.690427002,       2.818291532
      -1.869370128,     -0.6164568292,       1.297928256,       3.603264301,       1.688902484,       2.818407241
      -1.866884474,     -0.6176183444,       1.304487803,       3.602392511,       1.690408419,       2.818286166
      -1.869406743,     -0.6165240361,       1.297885553,       3.603227994,       1.688871256,       2.818399468
      -1.866933666,     -0.6177151321,       1.304456749,       3.602343473,       1.690389835,       2.818280802
      -1.869443352,     -0.6165912493,       1.297842852,       3.603191691,       1.688840027,       2.818391697
       -1.86698286,      -0.617811935,       1.304425694,       3.602294431,       1.690371248,       2.818275441
      -1.869479963,      -0.616658456,        1.29780015,       3.603155387,       1.688808797,        2.81838393
      -1.867032052,     -0.6179087445,       1.304394643,       3.602245391,       1.690352661,       2.818270082
      -1.869516568,     -0.6167256686,       1.297757451,       3.603119087,       1.688777567,       2.818376166
      -1.867081247,      -0.618005569,        1.30436359,       3.602196348,       1.690334069,       2.818264725
      -1.869553173,     -0.6167928748,       1.297714751,       3.603082786,       1.688746336,       2.818368405
      -1.867130439,     -0.6181024005,       1.304332541,       3.602147308,       1.690315478,        2.81825937
      -1.869589774,     -0.6168600863,       1.297672053,       3.603046489,       1.688715104,       2.818360647
      -1.867179634,     -0.6181992468,        1.30430149,       3.602098264,       1.690296882,       2.818254017
      -1.869626376,     -0.6169272917,       1.297629355,       3.603010192,       1.688683872,       2.818352892
      -1.867228826,     -0.6182961002,       1.304270443,       3.602049222,       1.690278287,       2.818248667
      -1.869662973,      -0.616994502,       1.297586658,       3.602973898,       1.688652639,       2.818345141
      -1.867278021,     -0.6183929684,       1.304239395,       3.602000178,       1.690259687,       2.818243319
       -1.86969957,     -0.6170617062,       1.297543962,       3.602937604,       1.688621406,       2.818337392
      -1.867327213,     -0.6184898439,        1.30420835,       3.601951135,       1.690241088,       2.818237974
      -1.869736163,     -0.6171289148,       1.297501267,       3.602901314,       1.688590172,       2.818329646
      -1.867376408,      -0.618586734,       1.304177303,        3.60190209,       1.690222484,        2.81823263
      -1.869772757,     -0.6171961175,       1.297458573,       3.602865022,       1.688558937,       2.818321904
      -1.867425601,     -0.6186836317,        1.30414626,       3.601853047,       1.690203881,       2.818227289
      -1.869809345,     -0.6172633243,        1.29741588,       3.602828735,       1.688527701,       2.818314164
      -1.867474795,     -0.6187805438,       1.304115216,       3.601804001,       1.690185273,       2.818221949
      -1.869845935,     -0.6173305253,       1.297373187,       3.602792447,       1.688496465,       2.818306428
      -1.867523988,     -0.6188774636,       1.304084175,       3.601754956,       1.690166665,       2.818216612
       -1.86988252,     -0.6173977299,       1.297330495,       3.602756163,       1.688465228,       2.818298695
      -1.867573183,     -0.6189743977,       1.304053132,        3.60170591,       1.690148054,       2.818211277
      -1.869919105,     -0.6174649289,       1.297287804,       3.602719878,       1.688433991,       2.818290964
      -1.867622375,     -0.6190713396,       1.304022093,       3.601656864,       1.690129442,       2.818205944
      -1.869955686,     -0.6175321311,       1.297245114,       3.602683596,       1.688402752,       2.818283237
       -1.86767157,     -0.6191682957,       1.303991053,       3.601607817,       1.690110826,       2.818200613
      -1.869992267,     -0.6175993277,       1.297202424,       3.602647314,       1.688371514,       2.818275512
      -1.867720763,     -0.6192652597,       1.303960016,       3.601558771,        1.69009221,       2.818195285
      -1.870028845,     -0.6176665273,       1.297159736,       3.602611036,       1.688340273,       2.818267791
      -1.867769957,     -0.6193622377,       1.303928977,       3.601509723,        1.69007359,       2.818189958
      -1.870065422,     -0.6177337213,       1.297117048,       3.602574757,       1.688309033,        2.81826007
       -1.86781915,     -0.6194592238,       1.303897942,       3.601460676,        1.69005497,        2.81818463
      -1.870101995,     -0.6178009181,       1.297074362,       3.602538482,       1.688277792,        2.81825235
      -1.867868344,     -0.6195562237,       1.303866906,       3.601411628,       1.690036346,       2.818179303
      -1.870138569,     -0.6178681093,       1.297031675,       3.602502206,        1.68824655,       2.818244633
      -1.867917537,     -0.6196532318,       1.303835872,        3.60136258,       1.690017722,       2.818173978
      -1.870175139,      -0.617935303,        1.29698899,       3.602465933,       1.688215307,       2.818236919
      -1.867966731,     -0.6197502534,       1.303804838,       3.601313531,       1.689999094,       2.818168656
      -1.870211708,     -0.6180024912,       1.296946306,        3.60242966,       1.688184063,       2.818229208
      -1.868015923,     -0.6198472834,       1.303773806,       3.601264483,       1.689980466,       2.818163335
      -1.870248274,     -0.6180696816,       1.296903622,        3.60239339,       1.688152819,         2.8182215
      -1.868065117,     -0.6199443267,       1.303742773,       3.601215434,       1.689961834,       2.818158017
       -1.87028484,     -0.6181368667,        1.29686094,        3.60235712,       1.688121574,       2.818213795
      -1.868114309,     -0.6200413785,       1.303711743,       3.601166385,       1.689943202,       2.818152701
      -1.870321402,     -0.6182040535,       1.296818258,       3.602320854,       1.688090328,       2.818206092
      -1.868163503,     -0.6201384434,       1.303680712,       3.601117335,       1.689924566,       2.818147387
      -1.870357964,     -0.6182712352,       1.296775577,       3.602284587,       1.688059081,       2.818198393
      -1.868212695,     -0.6202355167,       1.303649684,       3.601068286,       1.689905929,       2.818142075
      -1.870394523,     -0.6183384184,       1.296732897,       3.602248323,       1.688027833,       2.818190697
