    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.323990014,       0.167986945,       1.776712623,       4.086047022,       2.189733709,       3.209000753
      -1.429221252,      0.1974062521,       1.652172259,       4.054515775,        2.33986634,       3.365656749
       -1.16657683,     0.09420635851,       1.873813959,       4.224204169,       2.154203593,       3.187731409
      -1.513837148,      0.1130846206,       1.545058121,        4.01557987,       2.343673121,       3.360201086
      -1.109366921,     0.05850563385,        1.92446795,       4.264054008,       2.080756477,       3.134871038
      -1.684626724,      0.1682087529,       1.373781697,       3.921729332,       2.293950893,       3.308460911
      -1.099645387,      0.3191129915,       1.844685428,       4.277184504,       2.048125307,       3.120687227
      -1.648729345,      0.2401287638,       1.277297766,       3.927478417,       2.291807198,       3.319139586
      -1.032444633,      0.4303034355,       1.786031191,       4.362142793,       1.998545578,       3.104402814
      -1.739586434,      0.1916230757,       1.130857402,       3.872286752,       2.097688462,       3.162670121
      -1.117929517,      0.3771189997,       1.737127975,       4.272898382,       1.948282379,       3.059497913
      -1.715552822,      0.3359405585,       1.159246414,       3.841674602,       2.092276333,       3.159557418
      -1.145942656,      0.3761582317,       1.698344739,       4.248126403,       1.833793845,       2.979380594
      -1.754968224,      0.4007554637,      0.9958113916,       3.766521878,       1.949035583,       3.059496345
       -1.22347279,       0.310206768,       1.646966551,       4.166249476,        1.79093608,       2.944380809
      -1.696971777,      0.4742724783,       1.127976798,       3.804223527,       1.933658942,       3.042629917
      -1.256907349,      0.3527825972,       1.578411012,       4.133816476,       1.778161481,       2.935017473
      -1.745344306,      0.3691808499,       1.046627266,       3.777752729,        1.85620695,       2.993106896
      -1.223339117,      0.4402630423,       1.540808683,       4.190276103,       2.139069705,       3.171697415
      -1.171948584,      0.1902039486,       1.252438245,       4.295283488,       1.802346352,          2.947267
      -1.576859952,     0.07274924836,       1.286507776,       3.928061756,       1.324396252,       2.764674351
      -2.053967719,     0.06936376563,      0.5744139474,       3.441345662,       1.527535115,       2.782284848
      -2.116707093,     0.06716794456,      0.3997939147,       3.417373732,       1.463931047,        2.77144115
      -2.126833344,     0.06305047722,      0.2813911882,        3.35518272,       1.482411547,       2.774991272
       -2.14346602,     0.06089198026,       0.202848452,       3.354211162,       1.446923107,       2.770099647
      -2.145936386,     0.05809287105,      0.1622427518,       3.325457033,       1.452719008,       2.771561236
      -2.155970308,     0.05550567571,      0.1446836958,       3.321522209,       1.416838392,       2.767367767
      -2.159401401,      0.0522024833,      0.1541441121,       3.295640365,       1.436754195,       2.770809915
      -2.173175334,     0.04851958815,      0.2072263203,       3.299409411,        1.26519638,       2.758168391
      -2.159002588,     0.04478361404,      0.4256508491,       3.261970316,       1.528679811,       2.789021849
      -2.090269699,     0.03967612177,      0.8385273563,       3.405081459,       1.090280162,        2.75275644
      -2.047485645,     0.03622575712,      0.8710018974,       3.359457008,       1.468791101,       2.778311475
      -2.146716544,     0.03546274699,      0.7069160096,       3.338844386,       1.047186612,       2.752299072
      -2.168626738,      0.0316378949,      0.5563607597,       3.244291574,       1.391238268,       2.767861209
      -2.213649011,     0.03077373214,      0.4148296067,       3.249368702,       1.234355956,       2.756632211
       -2.21888413,     0.02837368028,      0.3006931035,       3.204421801,       1.340244389,       2.763240198
      -2.239006688,     0.02720931476,      0.2117814434,       3.208227934,       1.274525734,       2.758448761
      -2.242774576,     0.02527182833,      0.1569990021,       3.185692534,       1.305045747,       2.760900071
      -2.254135091,     0.02389905024,      0.1225721435,       3.184425688,       1.268383432,       2.758584447
      -2.259141562,     0.02213443203,      0.1059749652,       3.170574183,       1.278863328,       2.759538153
      -2.267502653,     0.02063320792,     0.09578344204,       3.166044448,       1.256592182,       2.758336167
      -2.273454222,     0.01892417719,     0.09133727573,       3.155639327,       1.257578897,       2.758629936
      -2.280750633,     0.01733571851,     0.08798637984,       3.149448102,       1.242563826,       2.757945851
      -2.287188696,     0.01562969898,     0.08635226718,       3.140492786,       1.239128538,       2.757956424
       -2.29410457,     0.01397342221,     0.08469011088,       3.133511872,       1.227904043,       2.757528358
      -2.300757739,      0.0122441651,      0.0835793214,       3.125207493,       1.222531036,       2.757432571
       -2.30754054,     0.01052825541,      0.0823069506,       3.117865097,       1.213400114,       2.757137702
      -2.314273413,    0.008761510778,     0.08122143517,       3.109878285,       1.207282842,        2.75700259
      -2.321007243,    0.006988899472,     0.08000522558,        3.10238269,       1.199405723,       2.756780259
      -2.327753242,    0.005176447743,     0.07884454157,        3.09457268,        1.19314028,       2.756638544
      -2.334457983,    0.003347705926,     0.07758957307,       3.087030426,       1.186106576,       2.756460918
      -2.341180424,     0.00148450365,     0.07633579265,       3.079341508,       1.179987332,       2.756326267
      -2.347849623,  -0.0004008051667,      0.0750099208,       3.071814144,       1.173592739,         2.7561791
      -2.354522726,   -0.002318039009,     0.07366011289,       3.064231298,       1.167763939,       2.756056602
      -2.361138386,   -0.004260737711,     0.07224961323,       3.056761918,        1.16190433,       2.755932057
      -2.367738735,   -0.006234271192,     0.07080249327,       3.049291806,       1.156434423,       2.755822983
      -2.374277015,   -0.008235295709,     0.06929990963,       3.041917473,       1.151053805,       2.755716335
       -2.38077994,    -0.01026679624,     0.06775376163,       3.034580026,        1.14597214,       2.755620308
      -2.387215329,     -0.0123269241,     0.06615461684,       3.027334976,       1.141037033,       2.755528408
       -2.39359617,    -0.01441741472,     0.06450778804,       3.020156025,        1.13635213,       2.755444398
       -2.39989688,    -0.01653744915,     0.06280780314,       3.013081371,       1.131838984,       2.755364943
      -2.406123175,     -0.0186880127,     0.06105730114,       3.006100318,       1.127547736,       2.755291696
       -2.41225568,    -0.02086873082,     0.05925321318,       2.999239804,       1.123436819,        2.75522287
      -2.418294154,    -0.02308019959,     0.05739660911,       2.992499437,       1.119529238,       2.755159116
      -2.424222885,    -0.02532227634,     0.05548562295,       2.985900433,       1.115801268,       2.755099465
      -2.430037745,    -0.02759533343,     0.05352053876,       2.979448549,       1.112262533,       2.755044047
      -2.435725256,    -0.02989933603,     0.05150012985,       2.973161967,       1.108898831,       2.754992231
      -2.441278878,    -0.03223451801,     0.04942429727,       2.967050063,       1.105712061,       2.754943987
      -2.446686624,    -0.03460088362,     0.04729199807,       2.961129156,       1.102692189,       2.754898899
      -2.451940746,    -0.03699857075,     0.04510264906,       2.955410321,       1.099837979,       2.754856822
      -2.457030064,    -0.03942758706,     0.04285606997,       2.949909022,       1.097141797,       2.754817436
      -2.461946181,    -0.04188799451,     0.04055192482,       2.944637221,       1.094600085,        2.75478058
      -2.466679092,    -0.04437976836,     0.03818968786,        2.93960873,       1.092206247,       2.754745999
      -2.471220551,    -0.04690290055,     0.03576902132,       2.934835131,        1.08995573,       2.754713521
      -2.475561679,    -0.04945732053,     0.03328950447,       2.930328549,       1.087842453,       2.754682932
      -2.479694944,    -0.05204294998,       0.030750833,       2.926099269,        1.08586125,        2.75465406
      -2.483612837,     -0.0546596594,     0.02815267741,       2.922157231,       1.084006442,       2.754626722
      -2.487309034,    -0.05730729653,     0.02549478887,       2.918510625,       1.082272793,       2.754600755
      -2.490777681,    -0.05998566224,     0.02277692557,       2.915166676,       1.080654702,       2.754575994
      -2.494014078,    -0.06269452515,     0.01999890943,       2.912130817,       1.079146877,       2.754552285
      -2.497014297,    -0.06543360788,     0.01716058806,       2.909407105,        1.07774389,       2.754529479
      -2.499775585,    -0.06820259427,     0.01426186573,       2.906997741,       1.076440516,       2.754507433
      -2.502296157,    -0.07100112139,     0.01130268409,       2.904903311,        1.07523151,       2.754486008
      -2.504575417,    -0.07382878287,    0.008283039468,       2.903122539,       1.074111783,       2.754465072
      -2.506613842,    -0.07668512451,    0.005202973661,       2.901652451,       1.073076283,       2.754444496
      -2.508413087,    -0.07956964635,    0.002062584169,       2.900488288,         1.0721201,       2.754424156
      -2.509975895,    -0.08248179518,   -0.001137981054,       2.899623659,       1.071238422,       2.754403934
      -2.511306132,    -0.08542097039,   -0.004398515973,       2.899050563,       1.070426558,       2.754383714
      -2.512408696,    -0.08838652024,   -0.007718758278,       2.898759549,       1.069679919,       2.754363385
      -2.513289502,    -0.09137774192,    -0.01109838521,       2.898739816,       1.068994051,        2.75434284
      -2.513955385,    -0.09439388055,    -0.01453701337,       2.898979385,       1.068364616,       2.754321974
      -2.514414044,    -0.09743412919,     -0.0180341957,       2.899465243,       1.067787409,       2.754300688
      -2.514673942,     -0.1004976284,     -0.0215894205,       2.900183523,       1.067258348,       2.754278886
